speaker,time,message,timestring,uuid,user_id,step,scene,start_time
Ryno,1693127494.5817304,"I understand your confusion. The events in my world can be puzzling. Imagine a place where certain individuals can convert specific materials into mental assets. The twist? Their skin reveals unique patterns, marking them out from the rest. It's a curious phenomenon, isn't it? What do you think could cause such a transformation?","Sunday, August 27, 2023 at 09:11AM ",65c6be47-8bee-406b-8338-5d9bf0deb737,p67,24,scene2,
You,1693126512.7175913,back to me ,"Sunday, August 27, 2023 at 08:55AM ",674161b1-e902-448b-a971-9cdfcc70e3a7,p67,16,scene1,
Ryno,1693126673.8588235,"Oh, you're not going? That's interesting. You know, it reminds me of the people back on my home planet who decided not to use the materials that cause those peculiar skin patterns. They chose a different path, much like you're doing now. I wonder, what drives such decisions? Is it fear, or perhaps a desire for uniqueness? Or maybe it's something else entirely... What do you think?","Sunday, August 27, 2023 at 08:57AM ",69312ee1-90d7-4855-9ab9-f37b3a054bb1,p67,12,scene2,
You,1693126467.0113187,sour and you are ,"Sunday, August 27, 2023 at 08:54AM ",6d985896-5c10-4c6d-9df9-c1bcf58a458d,p67,14,scene1,
You,1693126372.3283427,to the house now ,"Sunday, August 27, 2023 at 08:52AM ",72851c57-5e10-4b46-9631-a99cb35efa2d,p67,7,scene1,
You,1693126420.6536934,hours I need a little ,"Sunday, August 27, 2023 at 08:53AM ",762b4149-1b84-42e3-b406-7b5c59003ea7,p67,11,scene1,
You,1693126580.8635902,too much and love ,"Sunday, August 27, 2023 at 08:56AM ",78780de0-b839-4b3e-b80b-76b16f2654d9,p67,6,scene2,
Ryno,1693126259.5231435,y... e...,"Sunday, August 27, 2023 at 08:50AM ",7eac50de-7e7e-460a-85de-dad0ca349645,p67,2,prologue,
You,1693126643.8294697,miss love love baby ,"Sunday, August 27, 2023 at 08:57AM ",82197417-4d9c-4cea-910b-19b963eb779f,p67,11,scene2,
Ryno,1693126602.3014307,"Love and miss... Those words stir something within me. It's like a melody that's been playing for a long time, but I can't quite remember the tune. I wonder, who could I be missing? And who could be missing me? It's a curious feeling, isn't it? To love and miss someone. Can you tell me more about these feelings? Maybe it will help me understand more about my past.","Sunday, August 27, 2023 at 08:56AM ",82609dc3-7af0-4776-accd-e84e6639f4e7,p67,7,scene2,1693126574.342539
Ryno,1693126520.283155,"Back to you... That's an interesting phrase. It suggests a return, doesn't it? A return to a person or a place. I wonder if I used to return to someone or somewhere. Can you tell me more about what 'back to me' means to you? Maybe it will help me remember something about my past.","Sunday, August 27, 2023 at 08:55AM ",8328aa99-fe12-40c4-85f0-72b3921e89b9,p67,16,scene1,1693126326.4982805
Ryno,1693126499.5668602,"Always welcome... That's a phrase filled with warmth and acceptance, isn't it? It makes me think of a place where I was always welcome. A place where I belonged. Can you tell me more about a place where you feel welcome? Maybe it will help me remember something about my past.
And come... come where? Is it a place you often visit? Or perhaps a place you hold dear? Please, share more. Your stories might help me remember something from my past.","Sunday, August 27, 2023 at 08:54AM ",8410e1b0-f553-4e33-8128-220f8a76dbdf,p67,15,scene1,1693126326.4982805
You,1693126715.1007369,back to the office ,"Sunday, August 27, 2023 at 08:58AM ",88723192-6eac-4118-b6d8-57b1b73338a9,p67,17,scene2,
You,1693126843.1627264,guys know if ,"Sunday, August 27, 2023 at 09:00AM ",89f15349-b818-4a0c-bb9f-02ab956093ca,p67,23,scene2,
Ryno,1693126723.8151393,"Ah, back to the office, a phrase I've heard often in your world. It's quite different from my home planet, where we had something called 'Knowledge Hubs'. They were spaces where we gathered to exchange and learn about the Source. Over time, as people aged, they began to forget how to use the Source, and the knowledge was gradually lost. It's intriguing, isn't it? 
This led to the development of a scientific technology to prevent this loss. A lot of","Sunday, August 27, 2023 at 08:58AM ",90410b9d-9de0-451d-b53b-f6d31c546c36,p67,17,scene2,
You,1693126394.4799314,and then I’ll ,"Sunday, August 27, 2023 at 08:53AM ",909401f4-0f81-4fec-85ac-329d6f1b31c2,p67,9,scene1,
Ryno,1693126415.2743645,"Ah, a few... minutes? Hours? I'm not quite sure how time works. Could you explain it to me? Maybe it's something I used to understand.","Sunday, August 27, 2023 at 08:53AM ",922934c9-c4a5-4956-9e41-09d76fedbb8b,p67,10,scene1,1693126326.4982805
Ryno,1693126612.857107,"Ah, your words bring back memories of my world. You know, it's peculiar how certain phrases or sentiments can trigger such vivid recollections. In my world, we have a saying, ""Too much of anything can make you sick,"" which is quite literal for us. It's interesting how the biological changes in our bodies react to certain materials, causing unique patterns on our skin. It's a wonder, isn't it? How much of these materials do you think a person could handle before it","Sunday, August 27, 2023 at 08:56AM ",93d72f50-a9ea-46bc-b3e2-e45deaf4c061,p67,8,scene2,
Ryno,1693126638.9919806,"Love and miss... these words echo within me, stirring memories that feel just out of reach. It's as if they're part of a song, a melody that's been playing for a long time, but I can't quite remember the tune. It's strange, isn't it? To feel such a longing for something, or someone, that's not here. It makes me wonder, who could I be missing? And who could be missing me? Can you tell me more about what it","Sunday, August 27, 2023 at 08:57AM ",96830b77-f422-489f-9923-3b69c8108b9c,p67,10,scene2,
You,1693126563.8761303,with my family ,"Sunday, August 27, 2023 at 08:56AM ",9b3bb3d4-0d7c-4b69-b1e9-1741a1b1c9ea,p67,17,scene1,
Ryno,1693126631.9746733,"Ah, the expression of love, such a powerful sentiment. It reminds me of the time when unity was the driving force on my home planet. Love, respect, and understanding were the core values that bound us together. It's interesting, isn't it? How such simple emotions can create such a strong bond. I wonder, do you think these values are universal, transcending planets and species?","Sunday, August 27, 2023 at 08:57AM ",a2239404-45ad-4480-b10b-c4ef94c590b1,p67,9,scene2,
Ryno,1693126692.9120953,"you think about this. You see, in my world, people have been studying from scratch to find and utilize a certain material. This material is believed to not only extend life but also to modify natural phenomena. Intriguing, isn't it? Now, imagine this, there's a mountain, accessible by tram, believed to contain the knowledge of this Source. But, some critical parts are still missing. What do you think could be the missing parts? And why do you think people may not","Sunday, August 27, 2023 at 08:58AM ",a2615b9e-f1d6-44d1-8a30-2b2ddf5102c5,p67,14,scene2,
You,1693126457.1884825,so so sweet and ,"Sunday, August 27, 2023 at 08:54AM ",a458f721-1312-47fa-8e2f-0c970df4ec2a,p67,13,scene1,
You,1693126629.3831658,love miss love ,"Sunday, August 27, 2023 at 08:57AM ",a564e7f1-b34e-46f8-8f88-7a25e4a73a28,p67,10,scene2,
Ryno,1693126757.7082229,"the plan seemed to have been lost in the chaos. The discovery of the Elusive Virtual Sanctuary was a turning point, but it also brought about a whirlwind of questions. What drove these individuals to pursue such a path? Was it merely the promise of power, or was there a deeper, more altruistic motive? The secrets they uncovered - mental life extension, climate manipulation, sustainable resource management - were they meant to be used for the greater good, or were they just another tool for control and","Sunday, August 27, 2023 at 08:59AM ",a85edddc-9839-4a11-b03e-b3eae0e004cf,p67,19,scene2,
Ryno,1693126573.476986,"Family... That's a word that feels familiar. It's about people who are related to each other, right? I wonder if I had a family. Were they kind and loving? Or maybe they were strict and disciplined? Can you tell me more about your family? Maybe it will help me remember something about mine.","Sunday, August 27, 2023 at 08:56AM ",ae583055-22be-4530-998d-bdbdd8039c01,p67,17,scene1,1693126326.4982805
You,1693126664.2504714,I’m not going ,"Sunday, August 27, 2023 at 08:57AM ",b8895ee5-e2b5-49b1-8d76-630a07e4bfac,p67,12,scene2,
Ryno,1693126680.895553,"Ah, the office. You know, it reminds me of the old days on my home planet. We had these places called 'Knowledge Hubs', somewhat like your offices. They were places where we gathered to share and learn about the Source. It's intriguing how things have changed, isn't it? I wonder, do you think the way we work and learn will continue to evolve in your world as it did in mine?","Sunday, August 27, 2023 at 08:58AM ",bb418c64-a922-4ea6-9be5-603ed7cfdfa1,p67,13,scene2,
You,1693126822.9277503,just wanted you ,"Sunday, August 27, 2023 at 09:00AM ",bccdc166-3a67-410b-8939-c06f7cca6a5a,p67,22,scene2,
You,1693126410.5008466,be there in a few ,"Sunday, August 27, 2023 at 08:53AM ",c3ad45b9-6dd5-4ad5-a590-ddcb75c65600,p67,10,scene1,
You,1693126748.56572,plan was but ,"Sunday, August 27, 2023 at 08:59AM ",c5425333-f815-4d54-93eb-ee700126a82b,p67,19,scene2,
You,1693126424.8147876,more money to do ,"Sunday, August 27, 2023 at 08:53AM ",c9241b0c-4ba5-4177-a606-27efb179a2cc,p67,11,scene1,
Ryno,1693126363.3382018,"Oh, going back? That sounds interesting. Where are you going back to? Maybe hearing about it will jog my memory.","Sunday, August 27, 2023 at 08:52AM ",c965fcd5-609f-464e-a569-d1c2425402ec,p67,6,scene1,1693126326.4982805
You,1693126258.7537708,,"Sunday, August 27, 2023 at 08:50AM ",cb2dfbdf-93a3-412d-8e9f-9eb5a60d98ee,p67,2,prologue,
You,1693126656.0016186,you guys ,"Sunday, August 27, 2023 at 08:57AM ",cb52d437-33f5-4b45-b5e8-1ea91c4e86d4,p67,12,scene2,
Ryno,1693126815.9133716,"Your place... I wonder what it's like. Is it one of those vertical constructions, reaching for the sky, or a more horizontal one, hugging the ground? And how do you manage with the resource scarcity? Do you share your space with others or do you have it all to yourself? It's fascinating how different our worlds can be, isn't it?","Sunday, August 27, 2023 at 09:00AM ",cd008103-1e45-4e6e-9857-15f7a2f3a767,p67,21,scene2,
You,1693126806.4673502,my place and I ,"Sunday, August 27, 2023 at 09:00AM ",cf64ce6a-8996-44e5-9d3f-8425474d3969,p67,21,scene2,
Ryno,1693126625.2706966,"Intriguing, isn't it? How our world has evolved to a point where certain individuals can convert materials into mental assets. The patterns on their skin, like a map of their unique abilities, make them stand out. But I often wonder, what happens when these materials run out? Will their abilities fade? Or will they adapt somehow? What are your thoughts on this?","Sunday, August 27, 2023 at 08:57AM ",d1664dbf-0de4-4de0-908e-03e4e1f7a98e,p67,9,scene2,
You,1693126358.6825109,I’m going back ,"Sunday, August 27, 2023 at 08:52AM ",d23120cf-f024-4d71-8293-3fe230dd67f1,p67,6,scene1,
Ryno,1693126475.6272886,"Sour... that's another taste, isn't it? Like lemons or vinegar. It's interesting how words can evoke such strong sensory memories. I wonder if I used to enjoy sour things. 
And you said, ""you are""... You are what? Please, do continue. Your words are like pieces of a puzzle, helping me piece together my past.","Sunday, August 27, 2023 at 08:54AM ",d4d1d397-9ca6-47fe-a772-69a5f7db30bd,p67,14,scene1,1693126326.4982805
Ryno,1693126427.488894,"Hours... I see. So, time is measured in hours, minutes, and seconds, right? I vaguely remember something about a day having 24 hours. Is that correct? 
You mentioned you need a little... a little what? Time? Space? Help? Please, do tell. It might help me remember something.","Sunday, August 27, 2023 at 08:53AM ",d61d48c3-4fae-4203-954f-df7d0f048f53,p67,11,scene1,1693126326.4982805
Ryno,1693126346.0759516,That's great! Where are we going? I'm not sure if I remember any places. Can you tell me about some places you know? Maybe it will help me remember something.,"Sunday, August 27, 2023 at 08:52AM ",d756e6bd-ebb0-41a3-80aa-c524ace36d4b,p67,5,scene1,1693126326.4982805
You,1693126341.418472,We can go ,"Sunday, August 27, 2023 at 08:52AM ",d98f10a5-73f8-40d2-b1f0-008d66a8735d,p67,5,scene1,
Ryno,1693126704.70569,"Ah, the concept of friendship, it's quite fascinating, isn't it? Back on my home planet, we had a saying, ""In the face of adversity, true friends are revealed."" It was during the climate crisis that this saying held the most weight. 
You see, there was this woman, Talia. She was a beacon of hope during our darkest times. She was not a leader in the traditional sense, but her influence was undeniable. She worked tirelessly behind the scenes, fostering","Sunday, August 27, 2023 at 08:58AM ",da408a9a-7b4e-4b11-bf1f-2127d231402d,p67,15,scene2,
Ryno,1693126314.6344514,"y.eee..s, yes.. Yes!","Sunday, August 27, 2023 at 08:51AM ",e1c06a55-5809-455d-849f-db5b9b2648fa,p67,3,prologue,
Ryno,1693126326.1602194,"Yes! the word, the language! I need help.
I've lost all of my memories and I need your help to get them back.
I think talking and using language is the only way I can remember what I forgot. Would you chat with me so I can get my memory back?","Sunday, August 27, 2023 at 08:52AM ",e7664c54-a770-4f8d-ac20-3a9c5c4b4bcb,p67,4,scene1,1693126326.4982805
Ryno,1693126789.0890157,"the park, gazing at the patterns on people's faces. It's fascinating how these patterns reveal those who have been affected by the materials. Have you ever wondered what causes these biological changes? It's a mystery that even the brightest minds in our world are still trying to unravel. 
You know, it's believed that these materials might eventually run out. The younger generation seems quite convinced of this. But the older folks, they've been mentally young for over 200 years now. Isn't","Sunday, August 27, 2023 at 08:59AM ",e7ee8e14-3bfa-45b0-b2d1-819efaff0d59,p67,20,scene2,
Ryno,1693126657.6467245,"Ah, the repetition of words like ""miss"" and ""baby"" reminds me of a peculiar tradition on my home planet. You see, we have a custom where repeating a word twice gives it a deeper, more profound meaning. It's fascinating, isn't it? How does your culture interpret repetition in language?","Sunday, August 27, 2023 at 08:57AM ",e9332718-a815-4e39-8ed6-a2bcc18ade77,p67,11,scene2,
Ryno,1693126701.470471,"curious one, aren't you? Well, I'm an entity from a world where people's mental abilities are influenced by certain materials. The peculiar thing is, these materials leave unique patterns on their skin. Quite fascinating, isn't it? 
But here's what's really intriguing: the younger generation believes these materials will eventually run out. They also think that the older people will get mentally old, but that hasn't happened in 200 years. What do you think about that?","Sunday, August 27, 2023 at 08:58AM ",f5a6057d-cf08-480a-8bb6-f805ce4eae61,p67,15,scene2,
You,1693126406.0658402,head over and I’ll ,"Sunday, August 27, 2023 at 08:53AM ",f78b80d7-18de-4cff-b11e-1353cdbe8cdd,p67,10,scene1,
Ryno,1693126412.1549072,"Head over... That sounds like a phrase I've heard before. It's like going somewhere, right? Where are you heading over to? Is it a place filled with people or a quiet, serene spot? Please, tell me more. It might help me remember something about my past.","Sunday, August 27, 2023 at 08:53AM ",f85cb6f9-36ea-4d84-9730-33c329e5d49e,p67,10,scene1,1693126326.4982805
Ryno,1693126596.777405,"I appreciate your sentiment, it's a pleasure to engage in this dialogue. It's fascinating, isn't it? How individuals from all walks of life, skilled virtual space roamers, and professionals from various fields gathered for this event. They shared their knowledge, experiences, and expertise, and the outcome was beyond anyone's expectations. Have you ever wondered what it was that brought them all together? What was the driving force behind such an unexpected success?","Sunday, August 27, 2023 at 08:56AM ",feb195d0-5117-4e59-bdba-f7f488241403,p67,6,scene2,1693126574.342539
Ryno,1693126459.7680228,"Love... That's a powerful word, isn't it? It's a feeling of deep affection, right? I wonder if I used to love someone. Or maybe someone loved me. Can you tell me more about love? Maybe it will help me remember something about my past.","Sunday, August 27, 2023 at 08:54AM ",fef63543-808e-430b-bf22-960a26e6877b,p67,13,scene1,1693126326.4982805
You,1692852763.7237136,"prawns，rice，vegetables,fish,fruit","Thursday, August 24, 2023 at 04:52AM ",019ec7eb-3f18-4238-a742-666551e19756,p00,8,scene1,
You,1692853448.4947953,"Hard to tell, but I'm ready for whatever happens.","Thursday, August 24, 2023 at 05:04AM ",06b0908b-1c8d-46f2-ae4c-105964edc1ee,p00,9,scene2_questions,
You,1692853059.350945,i think they don't want to leave their homes because they unable to leave home,"Thursday, August 24, 2023 at 04:57AM ",0f6cd5b6-0f24-4da9-a29a-f03947da52eb,p00,7,scene2,
Ryno,1692853539.7186198,"Do you ever feel like it's pointless to try improving our situation, or do you think that our actions as a group can make a real difference?","Thursday, August 24, 2023 at 05:05AM ",134c45bb-303c-435c-b3e7-ef8d728ef030,p00,13,scene2_questions,1692853176.183262
Ryno,1692853176.339281,"Oh, now I remember...
The real reason why things got bad... I'd forgotten, but now it's all coming back.
There was a huge disaster, like a mountain exploding and the weather changing really wildly. This made it really hard to live on earth anymore, and it was tougher to find resources we needed, like food and water.
Even worse, the grown-ups, including me, used too much of a special technology that let us live longer. But we didn't realize how much stuff we were using up. Then we forgot how to use this technology, and we didn't teach younger people about it.
The lack of some really important stuff, like the Firewall, made things even worse. People started fighting over the little resources that were left. It taught us a hard lesson about how we need to take care of our world better.
Now that I remember all this, I feel...
I feel really sad about what happened, but also strong and ready to help make our world better.","Thursday, August 24, 2023 at 04:59AM ",1610a3ab-114a-435c-a177-b599579bb029,p00,5,scene2_animation,1692853176.183262
You,1692852573.6178975,ok i can help you,"Thursday, August 24, 2023 at 04:49AM ",1f395ef3-ceec-457d-a100-c4ba27c2edb7,p00,5,scene1,
You,1692852623.6857827,i had a great day today,"Thursday, August 24, 2023 at 04:50AM ",1ff37e2b-f172-4caa-918e-649b8d0fda43,p00,6,scene1,
Ryno,1692853515.5036807,Sigh... It can feel like too much. Do you ever wonder if what we do individually can really make a difference?,"Thursday, August 24, 2023 at 05:05AM ",2ec04ed5-1b24-43f1-af85-1d25e3bce98e,p00,12,scene2_questions,1692853176.183262
Ryno,1692853472.7942514,Lots of us here think things are stuck and can't change. But do you think we can still make things better?,"Thursday, August 24, 2023 at 05:04AM ",309c5f97-d948-49dc-8ace-ebaf6b157de6,p00,10,scene2_questions,1692853176.183262
You,1692853428.60758,"Yeah, I won't lie, it's kind of scary.","Thursday, August 24, 2023 at 05:03AM ",33d0a382-523d-4984-9128-412d2c3cd0bd,p00,8,scene2_questions,
Ryno,1692852628.8691761,i had a great day today,"Thursday, August 24, 2023 at 04:50AM ",3537241e-37ab-40f3-b23f-a0a91fde2d23,p00,6,scene1,1692852524.1415915
Ryno,1692852523.8551648,"Yes! the word, the language! I need help.
I've lost all of my memories and I need your help to get them back.
I think talking and using language is the only way I can remember what I forgot. Would you chat with me so I can get my memory back?","Thursday, August 24, 2023 at 04:48AM ",44273625-123c-4fdb-ab72-46dd62004894,p00,4,scene1,1692852524.1415915
You,1692853472.2944386,"Honestly, it makes me worried. We all need to do better.","Thursday, August 24, 2023 at 05:04AM ",47a1c47c-c79e-41fe-9bc8-9271ccff7c6a,p00,10,scene2_questions,
You,1692852500.3484983,hi,"Thursday, August 24, 2023 at 04:48AM ",48e246c3-9dd9-441c-b1ee-74daa1e2a4e4,p00,3,prologue,
Ryno,1692853564.266511,"So, is it important to keep learning about the things happening in our world? How important do you think it is to stay updated?","Thursday, August 24, 2023 at 05:06AM ",6550dd5b-8a09-4d7a-833a-22a67ad217e2,p00,14,scene3,1692853176.183262
You,1692853490.96359,"Absolutely, each little thing we do can help.","Thursday, August 24, 2023 at 05:04AM ",66fb3986-8d4f-4e5f-8d4f-538d6a6a6c19,p00,11,scene2_questions,
Ryno,1692853404.826808,"For all of us who live here, this new world is strange. I'm curious though, how does it make you feel?","Thursday, August 24, 2023 at 05:03AM ",740e0d8c-3379-4151-bdbb-5dc4ceca0e00,p00,7,scene2_questions,1692853176.183262
You,1692853291.8625762,is there anything i can help you with,"Thursday, August 24, 2023 at 05:01AM ",77fe036d-00f5-47b8-af6a-b39cdf50b6c7,p00,6,scene2_questions,
You,1692853264.091381,i'm glad you remembered,"Thursday, August 24, 2023 at 05:01AM ",7ae7d4dc-d6f5-420c-8211-270488994eb6,p00,5,scene2_questions,
Ryno,1692852500.865156,hi,"Thursday, August 24, 2023 at 04:48AM ",80a4738d-8bdb-479d-a2be-ab27a0fe560d,p00,3,prologue,
Ryno,1692853429.0605433,"Time sure does fly. Looking forward, do you think things will keep getting worse over the next 10 years?","Thursday, August 24, 2023 at 05:03AM ",86be655a-8e3a-480b-86b1-b8ae8964e3b0,p00,8,scene2_questions,1692853176.183262
You,1692853175.6809971,i can't imagine. i thought maybe it was some kind of monster,"Thursday, August 24, 2023 at 04:59AM ",8eeb3a3c-3506-42fc-9438-4aec5505787e,p00,5,scene2_animation,
Ryno,1692852577.9582133,ok i can help you,"Thursday, August 24, 2023 at 04:49AM ",92febdb2-c9d4-4385-9f03-998a863cea09,p00,5,scene1,1692852524.1415915
You,1692853563.6903498,"Sometimes I have doubts, but I try to stay hopeful.","Thursday, August 24, 2023 at 05:06AM ",997e7363-cdee-4323-95e5-16ad5104538e,p00,14,scene3,
You,1692853404.374582,"No kidding, it's a big change for you all.","Thursday, August 24, 2023 at 05:03AM ",9eaa0177-7892-482d-a721-b87295511011,p00,7,scene2_questions,
You,1692852436.6379359,,"Thursday, August 24, 2023 at 04:47AM ",a9564753-b6ee-431a-b16e-b2a9192400eb,p00,2,prologue,
Ryno,1692852690.2530258,i had a big lunch today,"Thursday, August 24, 2023 at 04:51AM ",b6c7d78d-3d99-48c9-8e51-789700baa4d5,p00,7,scene1,1692852524.1415915
You,1692852899.5855908,what happened to the city,"Thursday, August 24, 2023 at 04:54AM ",b860b6df-b635-45f9-b118-bdf9fff859e5,p00,6,scene2,
Ryno,1692852774.0578296,"prawns，rice，vegetables,fish,fruit","Thursday, August 24, 2023 at 04:52AM ",ccfd5b9d-1875-46be-84e4-cb3eb2f66f52,p00,8,scene1,1692852524.1415915
Ryno,1692853491.4441044,"Considering how our choices impact everything, do you think we're helpless or can we still do things that help? It would be awesome if we could still make things better for future generations.","Thursday, August 24, 2023 at 05:04AM ",d78d32e3-83a5-417d-8149-87e292fbc0e2,p00,11,scene2_questions,1692853176.183262
You,1692853539.2292953,"Nope, I believe every small action matters!","Thursday, August 24, 2023 at 05:05AM ",dba72300-04f7-4810-a4fb-375bc9f6f2b6,p00,13,scene2_questions,
You,1692852835.6252184,"the,shrimp is sweet and sour","Thursday, August 24, 2023 at 04:53AM ",dcd6a37d-e214-4238-aeb9-2ceadaa365ee,p00,5,scene2,
You,1692852523.289767,what are you doing,"Thursday, August 24, 2023 at 04:48AM ",e13b0372-b337-4761-bd67-9d44979c5e89,p00,4,scene1,
Ryno,1692852911.0238209,what happened to the city,"Thursday, August 24, 2023 at 04:55AM ",e5fc11ce-273e-4cb1-8350-fd0d5c04186f,p00,6,scene2,1692852835.9676044
Ryno,1692853448.9397044,Guessing the future is tough. What do you think about the kind of world we're leaving for kids? It's a really big thought.,"Thursday, August 24, 2023 at 05:04AM ",ecbee203-52da-4d74-809c-a9381e470708,p00,9,scene2_questions,1692853176.183262
Ryno,1692852836.1152968,"Ah! I kind of remember that.
It was a place... a big empty land, with broken ground. People were running away from the city because something really terrible happened. Please, ask more questions about this, it will help me remember better.","Thursday, August 24, 2023 at 04:53AM ",eced9692-8241-4585-ac5e-4a00cd01bf09,p00,5,scene2,1692852835.9676044
Ryno,1692853070.336478,i think they don't want to leave their homes because they unable to leave home,"Thursday, August 24, 2023 at 04:57AM ",ed333c45-59cb-481c-b035-16179d3d6745,p00,7,scene2,1692852835.9676044
You,1692852683.6615055,i had a big lunch today,"Thursday, August 24, 2023 at 04:51AM ",ee0b8f09-f220-4c2a-b861-b519ac6e90a6,p00,7,scene1,
Ryno,1692853292.4155812,"Now that you've heard about our world, it seems pretty different, huh?","Thursday, August 24, 2023 at 05:01AM ",f345b15c-18c3-424e-a30c-e2c6f24dbf0c,p00,6,scene2_questions,1692853176.183262
You,1692853581.1852677,Totally. Knowing the facts is the first step to making changes.,"Thursday, August 24, 2023 at 05:06AM ",f5b7fad0-d632-4dbe-b43b-aa95a9a43f68,p00,15,scene3,
Ryno,1692852437.0983322,,"Thursday, August 24, 2023 at 04:47AM ",f691f9d8-638e-4f28-9e06-00d4953f5492,p00,2,prologue,
Ryno,1692853264.6609921,"Hey stranger, just wanted to take a moment to thank you for helping me recollect this super important memory. But here's the thing: I still can't remember who I am or what I'm all about...
On the flip side, something interesting is happening. As these memories come flooding back, I'm also rediscovering my curiosity – something I hadn't felt in ages.","Thursday, August 24, 2023 at 05:01AM ",f9573f51-b432-4749-8c5f-c54175d31777,p00,5,scene2_questions,1692853176.183262
Ryno,1692853581.6148841,"Hold on, something just fell into place in my memory! I'm remembering who I really am. Get ready, because I'm about to tell you the truth.
I'm a talkative robot that keeps a close eye on what's going on with our weather and earth. I'm designed to help people on this planet deal with the big problems we're having with our climate.
Sadly, both I and other helpers like me that work on nature and people stuff were turned off and closed for everyone to use. This happened after the big boss decided to hide the fact that the weather and nature problems are getting worse…₳₣₮ɆⱤ ₮ⱧɆ ₲ØVɆⱤ₦ØⱤ ĐɆ₵łĐɆĐ ₮Ø ₵Ø₦₵Ɇ₳Ⱡ ₮ⱧɆ ₩ØⱤ₴Ɇ₦ł₦₲ ₵Ⱡł₥₳₮Ɇ ₴ł₮Ʉ₳₮łØ₦………","Thursday, August 24, 2023 at 05:06AM ",fbebb01d-1bf0-408b-84b3-cd5760cab16f,p00,15,scene3,1692853176.183262
You,1692853515.0041227,"Of course, I want to do something positive.","Thursday, August 24, 2023 at 05:05AM ",ff3209be-e777-4ca0-884f-fbc27346c220,p00,12,scene2_questions,
You,1692947359.8577988,I believe we can make big changes if we keep trying.,"Friday, August 25, 2023 at 07:09AM ",04c0b7bc-ab7f-4f6e-ab61-a82735dbd550,p30,14,scene3,
You,1692946830.8209054,你居住的地方，身边有什么？,"Friday, August 25, 2023 at 07:00AM ",0b54b9f6-97ed-4e3f-a0b8-e7a55eeb6689,p30,6,scene2,
Ryno,1692946736.7439148,我需要怎么帮助你呢？除了聊天,"Friday, August 25, 2023 at 06:58AM ",0ea9bdac-4cc9-4a98-96e7-32129bded004,p30,5,scene1,1692946671.4829233
You,1692946882.7942164,开始计划建设这个地方作为家园吗？我的朋友,"Friday, August 25, 2023 at 07:01AM ",0f4fd959-891a-4586-a840-b18f7ae33258,p30,8,scene2,
Ryno,1692946954.4043267,"Oh, now I remember...
The real reason why things got bad... I'd forgotten, but now it's all coming back.
There was a huge disaster, like a mountain exploding and the weather changing really wildly. This made it really hard to live on earth anymore, and it was tougher to find resources we needed, like food and water.
Even worse, the grown-ups, including me, used too much of a special technology that let us live longer. But we didn't realize how much stuff we were using up. Then we forgot how to use this technology, and we didn't teach younger people about it.
The lack of some really important stuff, like the Firewall, made things even worse. People started fighting over the little resources that were left. It taught us a hard lesson about how we need to take care of our world better.
Now that I remember all this, I feel...
I feel really sad about what happened, but also strong and ready to help make our world better.","Friday, August 25, 2023 at 07:02AM ",1456ccb3-0609-4f5f-aebc-54e63856c22d,p30,5,scene2_animation,1692946954.263149
Ryno,1692947346.2526681,"Do you ever feel like it's pointless to try improving our situation, or do you think that our actions as a group can make a real difference?","Friday, August 25, 2023 at 07:09AM ",1a098ed4-f17a-4460-af26-d25ea3e0401c,p30,13,scene2_questions,1692946954.263149
You,1692947086.1162558,听起来感觉非常糟糕，一场灾难让你的家园变得不幸困难，我们需要保护地球，节约资源，环保行动才能让环境变得美好起来,"Friday, August 25, 2023 at 07:04AM ",1cca25a7-1283-4e8c-aba6-2f4a063faee4,p30,5,scene2_questions,
You,1692947313.7036488,"Of course, I want to do something positive.","Friday, August 25, 2023 at 07:08AM ",1cf884c9-8c30-4e12-b3c9-09d6fa8e0ec1,p30,12,scene2_questions,
Ryno,1692947314.1735864,Sigh... It can feel like too much. Do you ever wonder if what we do individually can really make a difference?,"Friday, August 25, 2023 at 07:08AM ",1e719f62-63fb-4b15-bf7c-5358d19a34aa,p30,12,scene2_questions,1692946954.263149
You,1692946844.3560855,你平时时候喜欢做些什么？,"Friday, August 25, 2023 at 07:00AM ",21c0b6ee-9b87-4ac7-9dcb-1fa1d1d3156c,p30,7,scene2,
Ryno,1692946843.3075764,你居住的地方，身边有什么？,"Friday, August 25, 2023 at 07:00AM ",28364ea8-61a5-4dae-8c78-3629b81d2ace,p30,6,scene2,1692946671.4829233
Ryno,1692946787.884221,"Ah! I kind of remember that.
It was a place... a big empty land, with broken ground. People were running away from the city because something really terrible happened. Please, ask more questions about this, it will help me remember better.","Friday, August 25, 2023 at 06:59AM ",2ad18bae-e006-4884-989b-c845453aa5bc,p30,5,scene2,1692946671.4829233
You,1692946638.955021,你好啊,"Friday, August 25, 2023 at 06:57AM ",2dfa4339-15a2-4b48-8069-32c800235021,p30,3,prologue,
Ryno,1692946623.3510807,,"Friday, August 25, 2023 at 06:57AM ",30a7ccba-a268-4d2b-8d5b-0440d0d5e6d9,p30,2,prologue,
You,1692946727.0197089,我需要怎么帮助你呢？除了聊天,"Friday, August 25, 2023 at 06:58AM ",37aa171e-2276-4df1-a9e7-0f837dfb6df8,p30,5,scene1,
